ekaw-Person,Person is a SuperClassOf Agency Staff Member and is a SuperClassOf Conference Participant and is a SuperClassOf Possible Reviewer and is a SuperClassOf Student and is a SuperClassOf Paper Author and authorOf Document
ekaw-Positive_Review,Positive Review is a SubClassOf Review
ekaw-Possible_Reviewer,Possible Reviewer is a SubClassOf Person and is a SuperClassOf PC Member and reviewerOfPaper Paper
ekaw-Poster_Paper,Poster Paper is a SubClassOf Paper
ekaw-Poster_Session,Poster Session is a SubClassOf Session
ekaw-Presenter,Presenter is a SubClassOf Conference Participant and is a SuperClassOf Invited Speaker
ekaw-Proceedings,Proceedings is a SubClassOf at least 1 of volumeContainsPaper and is a SubClassOf only volumeContainsPaper Accepted Paper or Invited Talk Abstract and is a SubClassOf Multi-author Volume and is a SuperClassOf Conference Proceedings
ekaw-Proceedings_Publisher,Proceedings Publisher is a SubClassOf Organisation
ekaw-Programme_Brochure,Programme Brochure is a SubClassOf Document
ekaw-Regular_Paper,Regular Paper is a SubClassOf Paper
ekaw-Regular_Session,Regular Session is a SubClassOf Session
ekaw-Rejected_Paper,Rejected Paper is a SubClassOf Evaluated Paper
ekaw-Research_Institute,Research Institute is a SubClassOf Academic Institution
ekaw-Research_Topic,Research Topic topicCoveredBy Event or Paper
ekaw-Review,Review is a SubClassOf Document and is a SuperClassOf Neutral Review and is a SuperClassOf Negative Review and is a SuperClassOf Positive Review and reviewOfPaper Paper and reviewWrittenBy Possible Reviewer
ekaw-SC_Member,SC Member is a SubClassOf PC Member
ekaw-Scientific_Event,Scientific Event is a SubClassOf Event and is a SuperClassOf Workshop and is a SuperClassOf Individual Presentation and is a SuperClassOf Session and is a SuperClassOf Conference and is a SuperClassOf Track
ekaw-Session,Session is a SubClassOf some partOfEvent Conference or Workshop and is a SubClassOf some hasEvent Individual Presentation and is a SubClassOf only partOfEvent Conference or Track or Workshop and is a SubClassOf Scientific Event and is a SuperClassOf Demo Session and is a SuperClassOf Poster Session and is a SuperClassOf Regular Session and is a SuperClassOf Conference Session and is a SuperClassOf Workshop Session
ekaw-Session_Chair,Session Chair is a SubClassOf Conference Participant and is a SubClassOf PC Member
ekaw-Social_Event,Social Event is a SubClassOf Event and is a SuperClassOf Conference Banquet and is a SuperClassOf Conference Trip
ekaw-Student,Student is a SubClassOf Person
ekaw-Submitted_Paper,Submitted Paper is a SubClassOf Paper and is a SuperClassOf Assigned Paper
ekaw-Track,Track is a SubClassOf Scientific Event
ekaw-Tutorial,Tutorial is a SubClassOf Individual Presentation
ekaw-Tutorial_Abstract,Tutorial Abstract is a SubClassOf Abstract
ekaw-Tutorial_Chair,Tutorial Chair is a SubClassOf PC Member and is a SubClassOf Conference Participant
ekaw-University,University is a SubClassOf Academic Institution
ekaw-Web_Site,Web Site is a SubClassOf Document
ekaw-Workshop,Workshop is a SubClassOf Scientific Event
ekaw-Workshop_Chair,Workshop Chair is a SubClassOf PC Member and is a SubClassOf Conference Participant
ekaw-Workshop_Paper,Workshop Paper is a SubClassOf Paper
ekaw-Workshop_Session,Workshop Session is a SubClassOf Session
ekaw-Thing,Thing
confious-Accepted_Paper,Accepted Paper is a SubClassOf paper
confious-Automatic_Paper_Assignment,Automatic Paper Assignment is a SubClassOf paper assignment
confious-Chair_URL,Chair URL is a SubClassOf URL
confious-Contact_Person,Contact Person is a SubClassOf human and is a SubClassOf some is concerned confernce setup conference setup
confious-Contact_Person_URL,Contact Person URL is a SubClassOf URL
confious-Manual_Paper_Assignment,Manual Paper Assignment is a SubClassOf paper assignment
confious-Program_Committee_Chair,Program Committee Chair is a SubClassOf human and is a SubClassOf some is concerned confernce setup conference setup and is a SubClassOf some performs activity managing of conference process
confious-Program_Committee_member,Program Committee member is a SubClassOf human and is a SubClassOf some has topic of interest topic and is a SubClassOf some is concerned confernce setup conference setup and is a SuperClassOf Regular Program Committee member and is a SuperClassOf Senior Program Committee member
confious-Regular_Program_Committee_member,Regular Program Committee member is a SubClassOf Program Committee member
confious-Regular_Reviewer_URL,Regular Reviewer URL is a SubClassOf URL
confious-Rejected_Paper,Rejected Paper is a SubClassOf paper
confious-Senior_Program_Committee_member,Senior Program Committee member is a SubClassOf Program Committee member and is a SubClassOf at most 4 of supervises
confious-Senior_Reviewer_URL,Senior Reviewer URL is a SubClassOf URL
confious-URL,URL is a SubClassOf Thing and is a SubClassOf some is concerned confernce setup conference setup and is a SuperClassOf Chair URL and is a SuperClassOf Regular Reviewer URL and is a SuperClassOf Senior Reviewer URL and is a SuperClassOf Contact Person URL
confious-Undecided_Paper,Undecided Paper is a SubClassOf some goes through reviewing proces and is a SubClassOf paper
confious-abstract_of_paper,abstract of paper is a SubClassOf article and is a SubClassOf some is concerned paper paper
confious-abstract_submission_date,abstract submission date is a SubClassOf date and is a SuperClassOf end date of abstract submission and is a SuperClassOf start date of abstract submission
confious-acceptance_notification_email,acceptance notification email is a SubClassOf only is concerned paper Accepted Paper and is a SubClassOf notification email
confious-activity,activity is a SuperClassOf reviewing proces and is a SuperClassOf paper assignment and is a SuperClassOf bidding of reviewer and is a SuperClassOf submission process and is a SuperClassOf notification and is a SuperClassOf managing of conference process and has intensity intensity and has result article and is followed by activity and is monitored by human and is performed by human and is supervised by human
confious-article,article is a SuperClassOf notification email and is a SuperClassOf group email and is a SuperClassOf summary of reviews and is a SuperClassOf review and is a SuperClassOf abstract of paper and is a SuperClassOf review form and is a SuperClassOf paper and gives classification classification and goes through activity and has author human and is created in activity and is sent to human and structure created by human
confious-bidding_of_reviewer,bidding of reviewer is a SubClassOf only is performed by Program Committee member and is a SubClassOf some is concerned paper paper and is a SubClassOf some has intensity intensity and is a SubClassOf exactly 1 of is performed by and is a SubClassOf activity
confious-camera-ready_submission_date,camera-ready submission date is a SubClassOf date and is a SuperClassOf start date of camera-ready submission and is a SuperClassOf end date of camera-ready submission
confious-classification,classification
confious-conference,conference is a SubClassOf some is concerned confernce setup conference setup and is a SubClassOf some is in phase phase of conference and is a SubClassOf Thing and is in phase phase of conference
confious-conference_setup,conference setup is a SubClassOf some sets start date of abstract submission start date of abstract submission and is a SubClassOf only is made by Program Committee Chair and is a SubClassOf some sets member SPC Senior Program Committee member and is a SubClassOf some sets member PCC Program Committee Chair and is a SubClassOf some includes topic topic and is a SubClassOf some sets start date of conference start date of conference and is a SubClassOf some sets start date or full paper submission start date of full paper submission and is a SubClassOf some sets RPC URL Regular Reviewer URL and is a SubClassOf some sets end date of abstract submission end date of abstract submission and is a SubClassOf some sets Chair URL Chair URL and is a SubClassOf some is made by Program Committee Chair and is a SubClassOf some sets end date full paper submission end date of full paper submission and is a SubClassOf some sets start date of camera ready submission start date of camera-ready submission and is a SubClassOf some sets end date of camera ready submission end date of camera-ready submission and is a SubClassOf some sets member RPC Regular Program Committee member and is a SubClassOf some sets member CP Contact Person and is a SubClassOf some sets end date of conference end date of conference and is a SubClassOf Thing and is a SubClassOf some sets date of notification date of notification and is a SubClassOf some sets CP URL Contact Person URL and is a SubClassOf some sets SPC URL Senior Reviewer URL and is a SubClassOf some is concerned conference conference and includes topic topic and is made by human and sets URL URL and sets date date and sets member human
confious-date,date is a SubClassOf Thing and is a SubClassOf some is concerned confernce setup conference setup and is a SuperClassOf date of conference and is a SuperClassOf camera-ready submission date and is a SuperClassOf abstract submission date and is a SuperClassOf full paper submission date and is a SuperClassOf date of notification
confious-date_of_conference,date of conference is a SubClassOf date and is a SuperClassOf end date of conference and is a SuperClassOf start date of conference
confious-date_of_notification,date of notification is a SubClassOf date
confious-end_date_of_abstract_submission,end date of abstract submission is a SubClassOf abstract submission date
confious-end_date_of_camera-ready_submission,end date of camera-ready submission is a SubClassOf camera-ready submission date
confious-end_date_of_conference,end date of conference is a SubClassOf date of conference
confious-end_date_of_full_paper_submission,end date of full paper submission is a SubClassOf full paper submission date
confious-full_paper_submission_date,full paper submission date is a SubClassOf date and is a SuperClassOf end date of full paper submission and is a SuperClassOf start date of full paper submission
confious-group_email,group email is a SubClassOf some is sent to human and is a SubClassOf some is concerned reviewing proces and is a SubClassOf article
confious-human,human is a SuperClassOf Program Committee Chair and is a SuperClassOf Contact Person and is a SuperClassOf Program Committee member and has topic of interest topic and is author of article and is employed in institute and performs activity activity and supervises activity
confious-institute,institute
confious-intensity,intensity
confious-lower_tier_reviewing_process,lower tier reviewing process is a SubClassOf some is followed by upper tier reviewing process and is a SubClassOf some has result review form and is a SubClassOf exactly 1 of is checked in and is a SubClassOf some is performed by Regular Program Committee member and is a SubClassOf some has result review and is a SubClassOf some is supervised by Senior Program Committee member and is a SubClassOf some is checked in upper tier reviewing process and is a SubClassOf reviewing proces
confious-managing_of_conference_process,managing of conference process is a SubClassOf activity and is a SubClassOf some is concerned conference conference and is a SubClassOf some is performed by Program Committee Chair and is a SubClassOf only is performed by Program Committee Chair
confious-notification,notification is a SubClassOf some is concerned paper paper and is a SubClassOf activity and is a SubClassOf exactly 1 of has result and is a SubClassOf only is performed by Program Committee Chair and is a SubClassOf at least 1 of is performed by
confious-notification_email,notification email is a SubClassOf some is concerned paper paper and is a SubClassOf some has author Program Committee Chair and is a SubClassOf article and is a SubClassOf some is sent to Contact Person and is a SuperClassOf rejection notification email and is a SuperClassOf acceptance notification email
confious-paper,paper is a SubClassOf at least 1 of has author and is a SubClassOf only has author Contact Person and is a SubClassOf some is concerned conference conference and is a SubClassOf article and is a SuperClassOf Rejected Paper and is a SuperClassOf Accepted Paper and is a SuperClassOf Undecided Paper
confious-paper_assignment,paper assignment is a SubClassOf at least 1 of is performed by and is a SubClassOf some is followed by lower tier reviewing process and is a SubClassOf only is performed by Program Committee Chair and is a SubClassOf some is concerned paper Undecided Paper and is a SubClassOf activity and is a SuperClassOf Automatic Paper Assignment and is a SuperClassOf Manual Paper Assignment and assign paper Program Committee member
confious-phase_of_conference,phase of conference
confious-rejection_notification_email,rejection notification email is a SubClassOf notification email and is a SubClassOf only is concerned paper Rejected Paper
confious-review,review is a SubClassOf only is created in lower tier reviewing process and is a SubClassOf exactly 1 of gives classification and is a SubClassOf exactly 1 of is created in and is a SubClassOf some is concerned paper paper and is a SubClassOf article and is a SubClassOf some has author Program Committee member
confious-review_form,review form is a SubClassOf exactly 1 of is created in and is a SubClassOf some has author Program Committee member and is a SubClassOf some structure created by Program Committee Chair and is a SubClassOf exactly 1 of is concerned review and is a SubClassOf article and is a SubClassOf some is created in lower tier reviewing process and is a SubClassOf only structure created by Program Committee Chair
confious-reviewing_proces,reviewing proces is a SubClassOf activity and is a SubClassOf some is concerned paper paper and is a SuperClassOf upper tier reviewing process and is a SuperClassOf lower tier reviewing process
confious-start_date_of_abstract_submission,start date of abstract submission is a SubClassOf abstract submission date
confious-start_date_of_camera-ready_submission,start date of camera-ready submission is a SubClassOf camera-ready submission date
confious-start_date_of_conference,start date of conference is a SubClassOf date of conference
confious-start_date_of_full_paper_submission,start date of full paper submission is a SubClassOf full paper submission date
confious-submission_process,submission process is a SubClassOf some is concerned paper Undecided Paper and is a SubClassOf some is performed by Contact Person and is a SubClassOf some is followed by paper assignment and is a SubClassOf exactly 1 of is performed by and is a SubClassOf activity
confious-summary_of_reviews,summary of reviews is a SubClassOf some has author Senior Program Committee member and is a SubClassOf article and is a SubClassOf some is created in upper tier reviewing process and is a SubClassOf exactly 1 of is created in and is a SubClassOf some is concerned review review
confious-topic,topic
confious-upper_tier_reviewing_process,upper tier reviewing process is a SubClassOf only is performed by Senior Program Committee member and is a SubClassOf some is followed by notification and is a SubClassOf some has result summary of reviews and is a SubClassOf reviewing proces and is a SubClassOf at least 1 of is performed by
confious-Thing,Thing is a SuperClassOf conference setup and is a SuperClassOf date and is a SuperClassOf conference and is a SuperClassOf URL
Cocus-Abstract,Abstract is a SubClassOf Paper
Cocus-Account,Account registred by Person
Cocus-Activity,Activity is a SuperClassOf Event Creation and is a SuperClassOf Registration and is a SuperClassOf Request and is a SuperClassOf Event Approval and has result Document or Event and sent by Person
Cocus-Admin_Role,Admin Role is a SubClassOf Role
Cocus-Administrator,Administrator is a SubClassOf Person and is a SubClassOf some execute Event Approval and is a SubClassOf some approve Event and approve Event and assign Role
Cocus-Approval_Email,Approval Email is a SubClassOf Email and confirm Event
Cocus-Assistance,Assistance is a SubClassOf Help Request
Cocus-Author,Author is a SubClassOf some execute Event Creation and is a SubClassOf some add Author and is a SubClassOf some recieve Approval Email or Rejection Email and is a SubClassOf some remove Author and is a SubClassOf User and is a SuperClassOf Corresponding Author
Cocus-Author_Role,Author Role is a SubClassOf Role
Cocus-Committe_Role,Committe Role is a SubClassOf Role
Cocus-Committee,Committee is a SubClassOf User
Cocus-Conference,Conference is a SubClassOf Event
Cocus-Corresponding_Author,Corresponding Author is a SubClassOf Author
Cocus-Description,Description
Cocus-Detail,Detail is a SubClassOf some modified by Person and is a SubClassOf Thing
Cocus-Document,Document is a SubClassOf Thing and is a SubClassOf some used by Person and is a SuperClassOf Template and is a SuperClassOf Review and is a SuperClassOf Submission and is a SuperClassOf Email and is a SuperClassOf Paper and recieved by User and submited  by User and used by Person
Cocus-Email,Email is a SubClassOf Document and is a SubClassOf some recieved by Person and is a SuperClassOf Approval Email and is a SuperClassOf Rejection Email and is a SuperClassOf Group Email and is a SuperClassOf Notification Email
Cocus-Email_Template,Email Template is a SubClassOf Event Setup
Cocus-Event,Event is a SubClassOf Thing and is a SubClassOf some confirmed by Approval Email and is a SubClassOf some conists of Event Tracks and is a SuperClassOf Workshop and is a SuperClassOf Symposium and is a SuperClassOf Conference and approved by Administrator and confirmed by Approval Email and conists of Event Tracks and defined by Event Setup
Cocus-Event_Approval,Event Approval is a SubClassOf only has result Approval Email and is a SubClassOf Activity
Cocus-Event_Creation,Event Creation is a SubClassOf some has result Event and is a SubClassOf Activity
Cocus-Event_Setup,Event Setup is a SuperClassOf Email Template and is a SuperClassOf Review Form and is a SuperClassOf Research Topic and is a SuperClassOf Submission Template and is a SuperClassOf Event Tracks and is a SuperClassOf Paper Typologies and define Event
Cocus-Event_Tracks,Event Tracks is a SubClassOf Event Setup
Cocus-Event_URL,Event URL is a SubClassOf some concerned Event and is a SubClassOf URL and concerned Event
Cocus-Feature_Request,Feature Request is a SubClassOf Help Request
Cocus-Full_Paper,Full Paper is a SubClassOf Paper
Cocus-Group_Email,Group Email is a SubClassOf Email
Cocus-Head_Role,Head Role is a SubClassOf Role
Cocus-Help_Request,Help Request is a SubClassOf Request and is a SuperClassOf Misc and is a SuperClassOf Feature Request and is a SuperClassOf Assistance
Cocus-Inforamtion,Inforamtion
Cocus-Invited_Paper,Invited Paper is a SubClassOf Paper
Cocus-Misc,Misc is a SubClassOf Help Request
Cocus-Notification_Email,Notification Email is a SubClassOf Email
Cocus-Paper,Paper is a SubClassOf some submited  by Corresponding Author and is a SubClassOf Document and is a SuperClassOf Short Paper and is a SuperClassOf Abstract and is a SuperClassOf Full Paper and is a SuperClassOf Invited Paper
Cocus-Paper_Typologies,Paper Typologies is a SubClassOf Event Setup
Cocus-Person,Person is a SubClassOf Thing and is a SubClassOf some get Inforamtion and is a SuperClassOf User and is a SuperClassOf Administrator and add Person and added by Person and execute Activity or Role and get Inforamtion and inverse of add Document or Person and modify Account or Detail and register Account and remove Document or Person and send Activity and take part in Event and use Document
Cocus-Preview,Preview is a SubClassOf Review Form
Cocus-Registration,Registration is a SubClassOf some has result User and is a SubClassOf Activity
Cocus-Rejection_Email,Rejection Email is a SubClassOf Email
Cocus-Request,Request is a SubClassOf Activity and is a SuperClassOf Help Request
Cocus-Research_Topic,Research Topic is a SubClassOf Event Setup
Cocus-Review,Review is a SubClassOf Document
Cocus-Review_Form,Review Form is a SubClassOf Event Setup and is a SuperClassOf Review Form Setup and is a SuperClassOf Preview
Cocus-Review_Form_Setup,Review Form Setup is a SubClassOf Review Form
Cocus-Reviewer_Role,Reviewer Role is a SubClassOf Role
Cocus-Role,Role is a SubClassOf some assigned by Administrator and is a SubClassOf Thing and is a SuperClassOf Admin Role and is a SuperClassOf Author Role and is a SuperClassOf Reviewer Role and is a SuperClassOf Committe Role and is a SuperClassOf Head Role and assigned by Administrator
Cocus-Short_Paper,Short Paper is a SubClassOf Paper
Cocus-Submission,Submission is a SubClassOf Document
Cocus-Submission_Template,Submission Template is a SubClassOf Event Setup
Cocus-Symposium,Symposium is a SubClassOf Event
Cocus-Template,Template is a SubClassOf some used by Person and is a SubClassOf Document
Cocus-URL,URL is a SuperClassOf Event URL
Cocus-User,User is a SubClassOf Person and is a SubClassOf some take part in Event and is a SubClassOf some send Help Request and is a SuperClassOf Author and is a SuperClassOf Committee and create Document or Event and recieve Document and submit Document
Cocus-Workshop,Workshop is a SubClassOf Event
Cocus-Thing,Thing is a SuperClassOf Role and is a SuperClassOf Document and is a SuperClassOf Person and is a SuperClassOf Event and is a SuperClassOf Detail
